ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date,Monitor Name(s),Daylight Hours,Temperature Low (F),Temperature High (F),Soil Moisture (%),Inundation Treatment,Replicate,Species,Other - Species,Population,Other - Population,Density Treatment,Plant ID,Phenological Stage,Other - Phenological Stage,Notes,Water Level (cm),Plant ID,x,y
4152,330d8c88-d6d1-4d8a-a3d9-93a029741e7c,5/26/2023 7:20:46 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:46 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,Extras,Extras,JUBU,,IV,,5,,Survived,,,0,DICOT2,-119.84349819529,34.4130353514703
4153,506027de-55a7-4a4c-a41c-ffaac16fd978,5/26/2023 7:20:49 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:49 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50,Extras,Extras,JUBU,,A,,5,,Survived,,,0,DICOT1,-119.843488020587,34.4130329608028
4154,fd04ea0d-d1fc-4cfb-9a5a-581462312c52,5/26/2023 7:20:51 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:51 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50,Extras,Extras,JUBU,,A,,5,,Survived,,,5.2,DICOT2,-119.843483978448,34.4130343879256
4155,eb6ef784-6c8e-47c8-b4ec-3d9bd2cd2c5e,5/26/2023 7:20:53 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:53 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,49,Extras,Extras,DEFA,,M,,Extras,,Survived,,DEFA 100,0,DICOT1,-119.843481681831,34.4130343555858
4156,47dfd45d-e72c-40fd-aa7d-37fa53d422b6,5/26/2023 7:20:55 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:55 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,53,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,0,FEPE1,-119.843477129085,34.4130372472978
4157,90df340a-7bc9-4cd9-9d2b-9e88fda8339a,5/26/2023 7:20:56 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:56 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,53,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE2,-119.843479282738,34.4130342403635
4158,c826ed3a-45d9-48c1-b11d-af95d994a2a8,5/26/2023 7:20:58 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:58 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,53,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE3,-119.84347781461,34.4130358784334
4159,a985c3e4-4642-4115-a551-0aa853e4619e,5/26/2023 7:21:00 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:00 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,53,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE4,-119.843474892502,34.4130333080772
4160,9212d019-042a-4a6a-b670-e4aad3fe4102,5/26/2023 7:21:03 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:03 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,53,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE5,-119.843471960804,34.4130321535765
4161,6c55858d-e498-4263-9bda-366e6a0eca76,5/26/2023 7:21:05 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:05 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE1,-119.843476149534,34.4130383124011
4162,807671d6-abad-4884-b967-d6763c5f685c,5/26/2023 7:21:07 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:07 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE2,-119.843478378281,34.4130362618608
4163,39bf54c9-b787-44f1-9bae-11d553bd3351,5/26/2023 7:21:09 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:09 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE3,-119.843480948652,34.4130387850732
4164,f424b38b-b701-44a5-9a74-f07587c88b9e,5/26/2023 7:21:13 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:13 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,FEPE,,IV,,Extras,,Germinated,,FEPE 100,5.2,FEPE4,-119.843482772702,34.413044252416
4165,4cfe7e71-29ad-4fee-a02b-546cc3fd08f1,5/26/2023 7:21:15 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:15 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,FEPE,,IV,,Extras,,Germinated,,FEPE 100,5.2,FEPE5,-119.843483219291,34.4130430969638
4166,599e76d5-0d3a-4dd9-8022-8910127c1448,5/26/2023 7:21:18 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:18 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,FEPE,,IV,,Extras,,Survived,,"FEPE 100, too small to identify",5.2,DICOT1,-119.843479525167,34.413042351222
4167,1068f2e9-db51-474c-a0d5-3409707ceec2,5/26/2023 7:21:21 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:21 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,FEPE,,IV,,Extras,,Survived,,"FEPE 100, too small to identify",5.2,DICOT2,-119.843471744939,34.4130413759865
4168,ba876829-9a6e-47ce-8922-57203a690cdf,5/26/2023 7:21:23 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:23 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,DICOT1,-119.843474996913,34.4130435432042
4169,c2d15147-34ea-4061-880f-5db0634d4622,5/26/2023 7:21:25 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:25 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,Extras,Extras,FEPE,,IV,,Extras,,Survived,,"FEPE 100, too small to identify",5.2,DICOT2,-119.843473621118,34.4130348209815
4170,5eca4312-19f9-4b2a-a5bb-df87c2329caa,5/26/2023 7:21:27 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:27 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE1,-119.843470462924,34.4130270963728
4171,64e18fee-fce1-40c6-be76-3c84769c831e,5/26/2023 7:21:30 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:30 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE2,-119.843466523554,34.4130295938598
4172,583baef5-2131-45e8-8f8a-41ccf8494c91,5/26/2023 7:21:32 PM,fhasan@umail.ucsb.edu_ucsb,5/27/2023 3:42:06 AM,joannatang@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,47,Extras,Extras,DEFA,,A,,5,,Survived,,,0,DICOT1,-119.843465111737,34.4130309993116
4173,984db88d-cc83-4d16-972f-94049d55ad14,5/26/2023 7:21:34 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:34 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,47.5,Extras,Extras,ELMA,,CP,,Extras,,Survived,,ELMA 100,5.2,DICOT1,-119.843461677635,34.4130317662689
4174,9b7758f1-890b-4e8d-b5c7-813b744d2ce6,5/26/2023 7:21:35 PM,fhasan@umail.ucsb.edu_ucsb,5/27/2023 3:41:47 AM,joannatang@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,ELMA,,DC,,5,,other,Soil moisture,,0,0,-119.843473099251,34.4130264703241
4175,932f9dd2-bf77-4607-87a2-5488acfdc0a7,5/26/2023 7:21:35 PM,fhasan@umail.ucsb.edu_ucsb,5/27/2023 3:41:27 AM,joannatang@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,45,Extras,Extras,JUBU,,M,,5,,other,Soil moisture,,0,0,-119.843467843493,34.4130291407656
4176,5e85b751-7c13-4100-aec8-4fc42497aede,5/26/2023 7:21:37 PM,fhasan@umail.ucsb.edu_ucsb,5/27/2023 3:40:48 AM,joannatang@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,54.5,Extras,Extras,JUBU,,IV,,5,,Survived,,,0,JUBU1,-119.843461020611,34.4130246556819
4177,5bec5082-a010-43ff-9575-76718d27b1c0,5/26/2023 7:21:39 PM,fhasan@umail.ucsb.edu_ucsb,5/27/2023 3:40:26 AM,joannatang@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,54.5,Extras,Extras,JUBU,,IV,,5,,Survived,,,0,JUBU2,-119.843465683714,34.4130264687687
4178,5f9c2146-f54e-45c6-b062-c74fb54f6384,5/26/2023 7:21:41 PM,fhasan@umail.ucsb.edu_ucsb,5/27/2023 3:40:02 AM,joannatang@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,54.5,Extras,Extras,JUBU,,IV,,5,,Survived,,,0,JUBU3,-119.843469753024,34.413028422884
4179,df0fc7a3-ab36-4f8d-85ed-4fdab3d5655b,5/26/2023 7:21:43 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:43 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,46,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE1,-119.84346980137,34.4130346907744
4180,d2aace93-f195-4296-89c0-e40519a2115f,5/26/2023 7:21:45 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:45 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,46,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE2,-119.843472646458,34.413026860125
4181,099729c9-1b4c-4a31-bed1-4a8dd06f53d9,5/26/2023 7:21:47 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:47 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,46,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE3,-119.843476151016,34.4130252405525
4182,69099f9b-24b7-4e7c-801e-57b1ba03ee65,5/26/2023 7:21:49 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:21:49 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,46,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,5.2,FEPE4,-119.843484952611,34.4130265230207
4183,c963157e-876d-492a-9896-4b502c287d6a,5/31/2023 10:22:02 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:02 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,51,Extras,Extras,JUBU,,A,,5,,Survived,,,5.2,DICOT1,-119.843466136373,34.4130612136784
4184,fd578480-b2a9-4ace-bf8d-d9aec9a4b340,5/31/2023 10:22:06 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:06 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,51,Extras,Extras,JUBU,,A,,5,,Survived,,,5.2,DICOT2,-119.843509328335,34.4130667212781
4185,bd5e1e83-541c-415a-9ecf-333a896d1edb,5/31/2023 10:22:09 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:09 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,50,Extras,Extras,JUBU,,IV,,5,,Survived,,,5.2,JUBU1,-119.843478910214,34.4130741363621
4186,909cbd17-73bc-4a8d-879d-e964f0481d0e,5/31/2023 10:22:12 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:12 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,50,Extras,Extras,JUBU,,IV,,5,,Survived,,,5.2,JUBU2,-119.84352256631,34.4130300908128
4187,ef374ed6-94ef-47db-a8bd-beefd28a9740,5/31/2023 10:22:16 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:16 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,50,Extras,Extras,JUBU,,IV,,5,,Survived,,,5.2,JUBU3,-119.843492693146,34.4130520128536
4188,75e1bf63-ad6d-4f3a-9041-0e37f6e600a0,5/31/2023 10:22:19 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:19 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,54,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,DICOT1,-119.843507313436,34.4130385880726
4189,1cc506cc-179f-4927-9926-768a8954a7c7,5/31/2023 10:22:22 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:22 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,54,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,DICOT2,-119.843526119962,34.4130361609735
4190,641d866a-0967-4076-ab45-16fb78652495,5/31/2023 10:22:26 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:26 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,54,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,FEPE1,-119.843461569187,34.4130478444999
4191,c2e98d50-b126-4112-a711-14c94631eb63,5/31/2023 10:22:28 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:28 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,54,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,FEPE2,-119.843474472311,34.4130416411624
4192,cb47eff9-3822-4746-89cd-be423624bd7e,5/31/2023 10:22:29 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:29 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,47.5,Extras,Extras,FEPE,,IV,,Extras,,other,Soil moisture,100,5.2,0,-119.843486533233,34.413041633148
4193,76a93509-011b-452d-a644-5bcd6e6df5bf,5/31/2023 10:22:30 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:30 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,47.5,Extras,Extras,DEFA,,IV,,Extras,,other,Soil moisture,100,5.2,0,-119.843492437843,34.4130457863261
4194,f00dab33-8781-469d-9d70-3a772002d4d9,5/31/2023 10:22:30 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:30 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,49,Extras,Extras,DEFA,,CP,,5,,other,Soil moisture,,5.2,0,-119.843483439772,34.4130646922771
4195,ede38dfe-3555-4804-b2dc-19d9d5bfd054,5/31/2023 10:22:33 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:33 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,56,Extras,Extras,FEPE,,IV,,Extras,,Survived,,200,5.2,DICOT1,-119.843467694323,34.4130713780319
4196,cc4902ed-cb50-4bdb-a2fa-1d2bc94a3f68,5/31/2023 10:22:34 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:34 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,56,Extras,Extras,FEPE,,IV,,Extras,,Survived,,200,5.2,DICOT2,-119.843503549243,34.4130328285159
4197,0a158833-b571-4cd1-9d48-6ac42701d318,5/31/2023 10:22:37 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:37 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,56,Extras,Extras,FEPE,,IV,,Extras,,Survived,,200,5.2,FEPE1,-119.843492267407,34.4130363928583
4198,bfc7464e-d914-47a5-9cfa-ee8e56b0126e,5/31/2023 10:22:40 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:40 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,44.5,Extras,Extras,ELMA,,M,,5,,Survived,,,5.2,DICOT1,-119.843517663888,34.4130411307008
4199,50b60fb2-6ef2-4a20-8063-4b8d93a0315e,5/31/2023 10:22:41 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:41 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,60,Extras,Extras,DEFA,,CP,,5,,other,Soil moisture,,5.2,0,-119.843463550747,34.4130452300359
4200,da17523d-1512-439b-a0bf-af5536105229,5/31/2023 10:22:43 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:43 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,47,Extras,Extras,ELMA,,M,,10,,Survived,,,5.2,FEPE1,-119.84347072781,34.4130577234797
4201,98c1640f-5074-4bf3-b8bc-cccc429ee325,5/31/2023 10:22:46 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:46 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,50,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,FEPE1,-119.8434809435,34.4130638361995
4202,d976be5b-b26f-4b9c-a14f-c22421132fc8,5/31/2023 10:22:48 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:48 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,50,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,FEPE2,-119.843492979763,34.4130596924286
4203,05b68000-a7bf-44cb-9ccd-0aa94b529ebd,5/31/2023 10:22:50 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:50 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,50,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,FEPE3,-119.843472326589,34.4130582529782
4204,19a1c7b4-f7f4-443a-b951-6554974fe2ab,5/31/2023 10:22:52 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:52 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,50,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,FEPE4,-119.843487479534,34.4130747723063
4205,9d1cc2af-6418-49c4-9e69-0945d5f76908,5/31/2023 10:22:54 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:54 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,50,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,FEPE5,-119.843497519068,34.4130619213444
4206,cd35cc20-ef3a-45b3-b838-d27fb664c868,5/31/2023 10:22:59 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:22:59 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,52.5,Extras,Extras,DEFA,,M,,Extras,,Survived,,100,5.2,DICOT1,-119.843486051974,34.4130528374496
4207,cd24e0a8-1606-4493-9c31-8982332d304e,5/31/2023 10:23:02 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:02 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,46,Extras,Extras,ELMA,,IV,,Extras,,Survived,,100,5.2,DICOT1,-119.843494130856,34.4130529395766
4208,420e0bdb-1956-41fb-bfd4-598734c56bc4,5/31/2023 10:23:06 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:06 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,52,Extras,Extras,ELMA,,DC,,Extras,,Survived,,,5.2,DICOT1,-119.84346549976,34.4130490611022
4209,d637258f-4020-4788-ab30-fef0e7dacad6,5/31/2023 10:23:07 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:07 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,46,Extras,Extras,ELMA,,M,,10,,other,Soil moisture,,5.2,0,-119.84349709381,34.413043714905
4210,9f5b46c7-122d-4779-82b7-4c66e26a96ba,5/31/2023 10:23:10 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:10 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,53.5,Extras,Extras,ELMA,,M,,5,,Survived,,100,5.2,DICOT1,-119.843477881901,34.4130663941313
4211,30b33c8d-03d9-4d18-9014-ddf02932b619,5/31/2023 10:23:14 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:14 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,53.5,Extras,Extras,ELMA,,M,,5,,Survived,,100,5.2,DICOT2,-119.843512219544,34.4130358816627
4212,4aad6357-a61d-4e9e-bcd7-59e5254e5cfd,5/31/2023 10:23:17 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:17 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,48,Extras,Extras,DEFA,,M,,10,,Survived,,,5.2,DICOT1,-119.843472838236,34.4130296667224
4213,08312c3c-ac9c-4e96-b278-fe34f81106b1,5/31/2023 10:23:19 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:19 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,53.5,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,DICOT1,-119.843503214314,34.4130602269161
4214,3438e8cb-dda3-4025-9d55-de67707ce74e,5/31/2023 10:23:22 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:22 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,53.5,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,FEPE1,-119.843473023909,34.4130415186014
4215,f1e8d3f5-6e4c-4edf-802c-3210ea6edd30,5/31/2023 10:23:25 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:25 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,53.5,Extras,Extras,FEPE,,IV,,Extras,,Survived,,100,5.2,FEPE2,-119.843500819738,34.4130211509515
4216,c5d19074-4f74-4a53-b91e-9a7dd4882469,5/31/2023 10:23:25 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:25 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,48.5,Extras,Extras,DEFA,,A,,Extras,,other,Soil moisture,,5.2,0,-119.843505325973,34.4130461735039
4217,09f6abb2-1d6b-4c92-aa8a-d54f9d848d19,5/31/2023 10:23:28 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:28 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,45.5,Extras,Extras,JUBU,,M,,Extras,,Survived,,100,5.2,DICOT1,-119.843518926476,34.4130396298667
4218,5f70fe59-35e3-405e-8fb5-8cc3116c2955,5/31/2023 10:23:31 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:31 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,46.5,Extras,Extras,DEFA,,A,,5,,Survived,,,5.2,DICOT1,-119.843449850672,34.4130671072333
4219,01c112b6-5250-462d-80c9-fafdd74d9698,5/31/2023 10:23:32 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:32 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,50,Extras,Extras,JUBU,,M,,5,,other,Soil moisture,,5.2,0,-119.84350446809,34.4130282432644
4220,f16679c5-8508-490d-aff3-bc6e0263ad39,5/31/2023 10:23:34 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:34 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,45.5,Extras,Extras,JUBU,,A,,5,,Survived,,,5.2,JUBU1,-119.84351105195,34.4130419437978
4221,e4d35521-5d2e-44d7-afc5-bd50d5f45c2b,5/31/2023 10:23:36 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:36 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,45.5,Extras,Extras,JUBU,,A,,5,,Survived,,,5.2,JUBU2,-119.843482220172,34.4130288372282
4222,fe5aa2a2-1f53-4854-9365-c9941c00dbae,5/31/2023 10:23:37 AM,richardhettish@umail.ucsb.edu_ucsb,5/31/2023 10:23:37 AM,richardhettish@umail.ucsb.edu_ucsb,5/16/2023 7:00:00 PM,Ricky,14,54,64,49,Extras,Extras,ELMA,,DC,,5,,other,Soil moisture,,5.2,0,-119.843527575412,34.4130554533805
